enz	rxns	protein_stoich	MW (g/mmol)	status
YLR180W	METAT_c	YLR180W:1	42.16686	automatically added
YDR502C	METAT_c	YDR502C:1	42.61046	automatically added
YJR130C	METB1_c	YJR130C:1	72.96077	automatically added
YGL105WYGR264C	METTRS_c	YGL105W:1,YGR264C:1	128.8429	automatically added
YGR171C	METTRS_m	YGR171C:1	67.30084	automatically added
YHL036W	METtps_e	YHL036W:1	61.15611	automatically added
YGR055W	METtps_e	YGR055W:1	63.77757	automatically added
YMR208W	MEVK1_c,MEVK2_c,MEVK3_c,MEVK4_c	YMR208W:1	48.87204	automatically added
YPL060W	MG2t_c_m	YPL060W:1	47.48261	automatically added
YOR334W	MG2t_c_m	YOR334W:1	54.67245	automatically added
YOL130W	MG2tps_c_e	YOL130W:1	96.69946	automatically added
YER091C	MHPGLUT_c,METS_c	YER091C:1	86.60105	automatically added
YDR287W	MI1PP_c	YDR287W:1	32.35922	automatically added
YHR046C	MI1PP_c	YHR046C:1	33.09177	automatically added
YBR036CYBR161W	MIPCS_g	YBR036C:1,YBR161W:1	90.58427	automatically added
YBR036CYPL057C	MIPCS_g	YBR036C:1,YPL057C:1	91.0164	automatically added
YLL061W	MMETtps_e	YLL061W:1	64.78619	automatically added
YEL031W	MN2tabc_c_r	YEL031W:1	136.45443	automatically added
YLR017W	MTAP_c	YLR017W:1	38.17627	automatically added
YKR080W	MTHFD2i_c	YKR080W:1	36.54023	automatically added
YGL125W	MTHFR3_c	YGL125W:1	69.12449	automatically added
YPL023C	MTHFR3_c	YPL023C:1	74.55483	automatically added
YBR176W	MTMOHT_m	YBR176W:1	34.76165	automatically added
YPR118W	MTRI_c	YPR118W:1	45.39882	automatically added
YBR235W	NA1CLKt_c_v	YBR235W:1	125.11151	automatically added
YDR038C	NA1tabc_c_e	YDR038C:1	121.3409	automatically added
YDR039C	NA1tabc_c_e	YDR039C:1	121.36195	automatically added
YDR040C	NA1tabc_c_e	YDR040C:1	121.40102	automatically added
YGR260W	NACt_c_e	YGR260W:1	60.64831	automatically added
YGL067W	NADDP_x	YGL067W:1	43.87795	automatically added
YDL085W	NADHq6_c	YDL085W:1	62.19071	automatically added
YMR145C	NADHq6_c	YMR145C:1	63.33064	automatically added
YML120C	NADHq6_m	YML120C:1	57.75838	automatically added
YEL041W	NADK_c,NADK_m,NADHK1_c,NADHK1_m	YEL041W:1	56.33998	automatically added
YJR049C	NADK_c,NADK_m,NADHK1_c,NADHK1_m	YJR049C:1	59.97865	automatically added
YPL188W	NADK_m,NADHK1_m	YPL188W:1	46.64946	automatically added
YPL015C	NADN_n	YPL015C:1	40.30592	automatically added
YDR191W	NADN_n	YDR191W:1	42.13102	automatically added
YOR025W	NADN_n	YOR025W:1	50.96867	automatically added
YOL068C	NADN_n	YOL068C:1	58.19459	automatically added
YDL042C	NADN_n	YDL042C:1	63.81343	automatically added
YHR074W	NADS2_c,NADS2_n	YHR074W:1	81.37298	automatically added
YEL006W	NADt_c_m	YEL006W:1	37.29345	automatically added
YIL006W	NADt_c_m,NADt1_m,NADt2_m,NADt3_m	YIL006W:1	42.31406	automatically added
YOR209C	NAMNPP_c,NAMNPP_m	YOR209C:1	49.42608	automatically added
YLR138W	NAtpa_e	YLR138W:1	110.31209	automatically added
YER005W	NDP1_c,NDP3_c,NDP7_c,NDP5_c,NDP10_c,NTP3_c,NTP7_c,NTP5_c,NTP10_c	YER005W:1	72.45113	automatically added
YEL042W	NDP7_g,NDP3_g	YEL042W:1	57.30604	automatically added
YKL067W	NDPK3_c,NDPK8_c,NDPK7_c,NDPK5_c,NDPK4_c,NDPK1_c,NDPK9_c,NDPK10_c,NDPK6_c,NDPK2_c	YKL067W:1	17.30352	automatically added
YBR180W	NFORTYR2t_c_e	YBR180W:1	63.96936	automatically added
YDR402CYDR403W	NFTYROX_c	YDR402C:1,YDR403W:1	118.44873000000001	automatically added
YDR384C	NH4t_c_e	YDR384C:1	30.27705	automatically added
YNL142W	NH4t_c_e	YNL142W:1	53.87709	automatically added
YPR138C	NH4t_c_e	YPR138C:1	54.15523	automatically added
YGR121C	NH4t_c_e	YGR121C:1	54.6655	automatically added
YGL037C	NNAM_c	YGL037C:1	25.18299	automatically added
YFR047C	NNDPR_c,NNDPR_m	YFR047C:1	32.63464	automatically added
YLR285W	NNMT_c	YLR285W:1	29.85727	automatically added
YOR155C	NTD11_c	YOR155C:1	51.74634	automatically added
YGL224C	NTD4pp_c,NTD2pp_c	YGL224C:1	32.22435	automatically added
YER037W	NTD4pp_c,NTD2pp_c,NTD9_c,LPAP_c	YER037W:1	38.01053	automatically added
YAL035W	NTP3_c	YAL035W:1	113.23364	automatically added
YER010C	OAADC_c	YER010C:1	25.77902	automatically added
YKL120W	OAAtps_m,3C3HMPt_c_m	YKL120W:1	35.47178	automatically added
YJL088W	OCBT_c	YJL088W:1	38.15883	automatically added
YOR377W	OHACT3_c,OHACT1_c,OHACT2_c,OHACT4_c,OHACT5_c	YOR377W:1	61.53839	automatically added
YGR177C	OHACT3_c,OHACT1_c,OHACT2_c,OHACT4_c,OHACT5_c	YGR177C:1	62.39926	automatically added
YEL021W	OMPDC_c	YEL021W:1	29.48821	automatically added
YKL184W	ORNDC_c	YKL184W:1	52.71768	automatically added
YLR438W	ORNTA_c	YLR438W:1	46.48665	automatically added
YOR130C	ORNtpa_m	YOR130C:1	31.80339	automatically added
YML106W	ORPT_c	YML106W:1	24.87027	automatically added
YMR271C	ORPT_c	YMR271C:1	25.02237	automatically added
YHR037W	P5CD_m,PHCD_m,4HGLSD_m	YHR037W:1	64.98952	automatically added
YBR022W	PADPRGH_c	YBR022W:1	20.09764	automatically added
YMR087W	PADPRGH_c	YMR087W:1	32.33299	automatically added
YBR097WYLR240W	PAIL3K_vm	YBR097W:1,YLR240W:1	269.57695	automatically added
YLR305C	PAIL4K_en	YLR305C:1	216.48613	automatically added
YJL100W	PAIL4K_en,PAIL4K_vm	YJL100W:1	70.79725	automatically added
YDR373WYNL267W	PAIL4K_gm	YDR373W:1,YNL267W:1	143.13078	automatically added
YNL267W	PAIL4K_n	YNL267W:1	120.95812	automatically added
YPR113W	PAILS_rm	YPR113W:1	25.03042	automatically added
YGR209CYPR167C	PAPSR_c	YGR209C:1,YPR167C:1	41.900729999999996	automatically added
YLR043CYPR167C	PAPSR_c	YLR043C:1,YPR167C:1	41.93083	automatically added
YDR503C	PAP_gm,DGPP_gm,LPAP_gm	YDR503C:1	31.84703	automatically added
YMR165C	PAP_rm	YMR165C:1	95.83183	automatically added
YDR284C	PAP_vm,DGPP_vm,LPAP_vm	YDR284C:1	33.77964	automatically added
YPR011C	PAPt_c_m	YPR011C:1	36.23387	automatically added
YIL145C	PBAL_c	YIL145C:1	35.31483	automatically added
YGL062W	PC_c	YGL062W:1	131.23715	automatically added
YBR218C	PC_c	YBR218C:1	131.31143	automatically added
YNR008W	PDAGATpe_rm,PDAGATpc_rm	YNR008W:1	76.02637	automatically added
YGL248W	PDE1_c	YGL248W:1	42.35666	automatically added
YOR360C	PDE1_c,PDE2_c,PDE3_c,PDE4_c,PDE5_c	YOR360C:1	61.49613	automatically added
YBR221CYER178WYFL018CYGR193CYNL071W	PDH_m	YBR221C:1,YER178W:1,YFL018C:1,YGR193C:1,YNL071W:1	239.66267000000002	automatically added
YGR157W	PEMT_rm	YGR157W:1	102.0593	automatically added
YLR244C	PEPSM1_c	YLR244C:1	43.74491	automatically added
YBL091C	PEPSM1_c	YBL091C:1	47.91089	automatically added
YGR007W	PETHCT_c	YGR007W:1	37.16033	automatically added
YAL026C	PEt_gm_rm	YAL026C:1	155.06188	automatically added
YOL136C	PFK_4_c	YOL136C:1	45.683	automatically added
YIL107C	PFK_4_c	YIL107C:1	94.23224	automatically added
YMR205C	PFK_c	YMR205C:1	105.54973	automatically added
YER081W	PGCD_c	YER081W:1	51.63073	automatically added
YIL074C	PGCD_c	YIL074C:1	51.63182	automatically added
YBR196C	PGI_c	YBR196C:1	61.82447	automatically added
YCR012W	PGK_c	YCR012W:1	45.13603	automatically added
YHR163W	PGL_c	YHR163W:1	28.00819	automatically added
YGR248W	PGL_c	YGR248W:1	28.67642	automatically added
YMR105C	PGMT_c,PPM_c	YMR105C:1	63.63382	automatically added
YKL127W	PGMT_c,PPM_c	YKL127W:1	63.66215	automatically added
YOR283W	PGM_c	YOR283W:1	26.38926	automatically added
YHR100C	PGPP_mm	YHR100C:1	21.11596	automatically added
YCL004W	PGPS_mm	YCL004W:1	59.89984	automatically added
YFL022CYLR060W	PHETRS_c	YFL022C:1,YLR060W:1	125.90814	automatically added
YPR047W	PHETRS_m	YPR047W:1	55.28136	automatically added
YLR386WYNL325C	PI35P5P_vm	YLR386W:1,YNL325C:1	203.19144	automatically added
YFR019WYFR021WYLR386WYNL054WYNL325C	PI3P5K_vm	YFR019W:1,YFR021W:1,YLR386W:1,YNL054W:1,YNL325C:1	647.70956	automatically added
YJR110W	PI3PP_c	YJR110W:1	80.82085	automatically added
YOR109W	PI3PP_en,PI3PP_c,PI4PP_en,PI4PP_c,PI45P5P_c,PI45P5P_en,PI35P5P_en,PI35P5P_c	YOR109W:1	125.66187	automatically added
YNL106C	PI3PP_en,PI3PP_c,PI4PP_en,PI4PP_c,PI45P5P_c,PI45P5P_en,PI35P5P_en,PI35P5P_c	YNL106C:1	134.50898	automatically added
YKL212W	PI3PP_rm,PI3PP_gm,PI4PP_rm,PI4PP_gm	YKL212W:1	71.7287	automatically added
YIL002C	PI45P5P_c,PI45P5P_en	YIL002C:1	109.3495	automatically added
YOL065C	PI45P5P_rm	YOL065C:1	44.16547	automatically added
YDR208W	PI4P5K_n,PI4P5K_en	YDR208W:1	90.10072	automatically added
YBR296C	PItps_e	YBR296C:1	63.20488	automatically added
YML123C	PItps_e,PIt_c_en	YML123C:1	64.94042	automatically added
YJL198W	PItps_e,PIt_c_en	YJL198W:1	98.54878	automatically added
YCR037C	PItps_e,PIt_c_en	YCR037C:1	103.4349	automatically added
YNR013C	PItps_e,PIt_c_v,PIt_c_vm	YNR013C:1	100.36868	automatically added
YJR077C	PItps_m,PIt_m_mm	YJR077C:1	33.11383	automatically added
YER053C	PItps_m,PIt_m_mm	YER053C:1	33.82714	automatically added
YMR008C	PLABlpc_en,PLABlpe_en,PLABpc_en,PLABpe_en	YMR008C:1	72.2844	automatically added
YML059C	PLABlpc_rm,PLABpc_rm	YML059C:1	188.79622	automatically added
YMR006C	PLABlpe_en,PLABlps_en,PLABpe_en,PLABps_en	YMR006C:1	76.11551	automatically added
YOL011W	PLABlpi_en,PLABlps_en,PLABpi_en,PLABps_en	YOL011W:1	75.72313	automatically added
YER019W	PLACipc_r,PLACmipc_r,PLACmip2c_r,PLACipc_m,PLACmipc_m,PLACmip2c_m	YER019W:1	54.39898	automatically added
YPL268W	PLACpail45p_c,PLACpail45p_n	YPL268W:1	101.42077	automatically added
YPL206C	PLACpg_mm	YPL206C:1	37.37846	automatically added
YKR031C	PLADpc_en	YKR031C:1	196.86525	automatically added
YGR110W	PLAclpn1_mm,PLAclpn3_mm	YGR110W:1	52.48926	automatically added
YFL045C	PMANM_c	YFL045C:1	29.28949	automatically added
YJR073C	PMEMT_rm,PDMEMT_rm	YJR073C:1	23.34411	automatically added
YMR220W	PMEVK_c	YMR220W:1	50.87932	automatically added
YLR209C	PNP_c,PUNP3_c,PUNP3_m,PUNP5_c	YLR209C:1	34.04662	automatically added
YDR531W	PNTK_c	YDR531W:1	41.2457	automatically added
YCR028C	PNTOtps_e	YCR028C:1	58.74893	automatically added
YMR020W	POLYAO1_c,POLYAO2_c,POLYAO3_c	YMR020W:1	58.28097	automatically added
YBR011C	PPA_c	YBR011C:1	32.56022	automatically added
YMR267W	PPA_m	YMR267W:1	35.86423	automatically added
YDL205C	PPBNGD_c	YDL205C:1	36.97832	automatically added
YGL040C	PPBNGS_1_c	YGL040C:1	38.05686	automatically added
YKL088WYKR072C	PPCDC_c	YKL088W:1,YKR072C:1	128.739	automatically added
YKL088WYOR054C	PPCDC_c	YKL088W:1,YOR054C:1	140.00778000000003	automatically added
YKR097W	PPCK_c	YKR097W:1	61.50362	automatically added
YMR278W	PPM_c	YMR278W:1	71.65928	automatically added
YIL083C	PPNCL2_c	YIL083C:1	42.21553	automatically added
YBR166C	PPND2_c	YBR166C:1	51.35086	automatically added
YNL316C	PPNDH_c	YNL316C:1	38.5328	automatically added
YER014W	PPPGO_m	YER014W:1	60.24041	automatically added
YBR003W	PPTT_m	YBR003W:1	53.02123	automatically added
YDR380W	PPYRDC_c	YDR380W:1	71.99364	automatically added
YGL234W	PRAIS_c,PRAGSi_c	YGL234W:1	86.82404	automatically added
YDR007W	PRAIi_c	YDR007W:1	24.34525	automatically added
YAR015W	PRASCSi_c	YAR015W:1	34.88507	automatically added
YBR002CYDL193W	PRENT13_rm,PRENT11_rm,PRENT20_rm,PRENT16_rm,PRENT8_rm,PRENT19_rm,PRENT14_rm,PRENT7_rm,PRENT12_rm,PRENT21_rm,GGTT_rm,PRENT6_rm,PRENT10_rm,PRENT18_rm,FRTT_rm,PRENT17_rm,PRENT9_rm,PPTT_rm,PRENT15_rm	YBR002C:1,YDL193W:1	75.87398999999999	automatically added
YGR061C	PRFGS_c	YGR061C:1	150.20158	automatically added
YIL020C	PRMICI_c,RAFH_e	YIL020C:1	29.79324	automatically added
YLR142W	PROD2_m	YLR142W:1	53.73805	automatically added
YHR020W	PROTRS_c	YHR020W:1	78.04756	automatically added
YER099CYKL181W	PRPPS_c	YER099C:1,YKL181W:1	82.50165	automatically added
YHL011CYKL181W	PRPPS_c	YHL011C:1,YKL181W:1	82.87152	automatically added
YBL068WYKL181W	PRPPS_c	YBL068W:1,YKL181W:1	83.46472	automatically added
YER099CYOL061W	PRPPS_c	YER099C:1,YOL061W:1	89.03997	automatically added
YBL068WYOL061W	PRPPS_c	YBL068W:1,YOL061W:1	90.00304	automatically added
YGR170W	PSD_gm,PSD_vm	YGR170W:1	131.18675	automatically added
YNL169C	PSD_mm	YNL169C:1	57.08627	automatically added
YOR184W	PSERT_c	YOR184W:1	43.78614	automatically added
YDR294C	PSPHPL_r,SPHPL_r	YDR294C:1	66.13906	automatically added
YGR208W	PSP_L_c	YGR208W:1	34.4879	automatically added
YER026C	PSSA_rm	YER026C:1	31.05621	automatically added
YIL048W	PSt_gm_rm	YIL048W:1	131.33362	automatically added
YMR162C	PSt_gm_rm	YMR162C:1	189.94345	automatically added
YGR277C	PTPAT_c	YGR277C:1	34.58619	automatically added
YLL028W	PTRCtpa_e,PTRCtpa_v,SPMDtpa_e,SPMDtpa_v,SPRMtpa_e,SPRMtpa_v	YLL028W:1	64.83667	automatically added
YOR273C	PTRCtpa_e,PTRCtpa_v,SPMDtpa_e,SPMDtpa_v,SPRMtpa_e,SPRMtpa_v	YOR273C:1	73.86627	automatically added
YMR095CYMR096W	PYDX5PS_c	YMR095C:1,YMR096W:1	57.1991	automatically added
YFL059WYMR095C	PYDX5PS_c	YFL059W:1,YMR095C:1	57.40223	automatically added
YMR095CYNL333W	PYDX5PS_c	YMR095C:1,YNL333W:1	57.416259999999994	automatically added
YNR027W	PYDXK_c	YNR027W:1	35.66343	automatically added
YEL029C	PYDXNK_c	YEL029C:1	35.84984	automatically added
YBR035C	PYDXO_c,PYAM5PO_c,PDX5POi_c,PYDXNO_c	YBR035C:1	27.11793	automatically added
YPR127W	PYDXR_c	YPR127W:1	38.91935	automatically added
YAL038W	PYK_c	YAL038W:1	55.02709	automatically added
YOR347C	PYK_c	YOR347C:1	55.67969	automatically added
YGL080WYHR162W	PYRtps_m	YGL080W:1,YHR162W:1	29.78999	automatically added
YGL080WYGR243W	PYRtps_m	YGL080W:1,YGR243W:1	31.48395	automatically added
YDR204WYGL119WYGR255CYLR201CYML110CYOL096CYOR125C	Q6MT1_m,Q6MO_m,Q6MT2_m,Q6OR_m,3DH5HPBMT_m	YDR204W:1,YGL119W:1,YGR255C:1,YLR201C:1,YML110C:1,YOL096C:1,YOR125C:1	278.25968	automatically added
YDR236C	RBFK_c,RBFK_m	YDR236C:1	24.72971	automatically added
YOL143C	RBFSa_c	YOL143C:1	18.70337	automatically added
YBR256C	RBFSb_c	YBR256C:1	26.40743	automatically added
YOR306C	RIBFLVt_c_e	YOR306C:1	58.07342	automatically added
YDL174C	RLFC2O_c	YDL174C:1	65.85592	automatically added
YDL178W	RLFC2O_m	YDL178W:1	59.77082	automatically added
YER070WYGR180CYJL026W	RNDR1_c,RNDR1_n,RNDR3_c,RNDR3_n,RNDR4_c,RNDR4_n,RNDR2_c,RNDR2_n	YER070W:1,YGR180C:1,YJL026W:1	187.29535	automatically added
YNL129W	RNMK_c	YNL129W:1	27.90923	automatically added
YJL121C	RPE_c	YJL121C:1	26.1809	automatically added
YOR095C	RPI_c	YOR095C:1	28.49278	automatically added
YNR050C	SACCD1_c	YNR050C:1	49.33333	automatically added
YIR034C	SACCD2_c	YIR034C:1	41.82749	automatically added
YJR010W	SADT_c	YJR010W:1	58.20284	automatically added
YML008C	SAM24MT_c	YML008C:1	43.78628	automatically added
YKR053C	SBPP2_r,SBPP1_r	YKR053C:1	46.87462	automatically added
YJL134W	SBPP2_r,SBPP1_r	YJL134W:1	47.77631	automatically added
YKR043C	SBP_c	YKR043C:1	31.26659	automatically added
YDL246C	SBTD_D2_c	YDL246C:1	38.43207	automatically added
YJR159W	SBTD_D2_c,SBTD_L_c	YJR159W:1	38.50218	automatically added
YDL040CYHR013CYOR253W	SERAT_c	YDL040C:1,YHR013C:1,YOR253W:1	147.4458	automatically added
YCL064C	SERD_L_c,THRD_L_c,THRD_L_m,SERD_L_m	YCL064C:1	39.65105	automatically added
YDR062WYMR296C	SERPT_r	YDR062W:1,YMR296C:1	126.39583	automatically added
YHR011W	SERTRS_c	YHR011W:1	50.82667	automatically added
YDR023W	SERTRS_c	YDR023W:1	53.74508	automatically added
YDR105C	SERtps_e	YDR105C:1	52.67655	automatically added
YJL068C	SFGTHi_c	YJL068C:1	34.20979	automatically added
YBR213W	SHCHD2_c,SHCHF_c	YBR213W:1	32.16942	automatically added
YLL058W	SHSL1_c	YLL058W:1	64.77865	automatically added
YML082W	SHSL1_c	YML082W:1	74.91854	automatically added
YFR030WYJR137C	SO3R_c	YFR030W:1,YJR137C:1	278.41559	automatically added
YPL092W	SO3t_c_e	YPL092W:1	52.99176	automatically added
YBR294W	SO4t_c_e	YBR294W:1	96.7859	automatically added
YLR092W	SO4t_c_e	YLR092W:1	100.5177	automatically added
YOR171C	SPHGLpK_r,SLCBK1_r	YOR171C:1	70.23774	automatically added
YLR260W	SPHGLpK_r,SLCBK1_r	YLR260W:1	78.22896	automatically added
YHL016C	SPMDtpa_e,UREAtps_e	YHL016C:1	81.3221	automatically added
YPR069C	SPMS_c	YPR069C:1	33.58669	automatically added
YDR071C	SPRMAT_c	YDR071C:1	22.11427	automatically added
YLR146C	SPRMS_c	YLR146C:1	34.35933	automatically added
YGR138C	SPRMtpa_e,SPRMtpa_v	YGR138C:1	68.18297	automatically added
YPR156C	SPRMtpa_e,SPRMtpa_v	YPR156C:1	68.66825	automatically added
YGR175C	SQLEx_r,SQLEy_r	YGR175C:1	55.59734	automatically added
YHR190W	SQLS_c	YHR190W:1	52.13235	automatically added
YBR006W	SSALy_c	YBR006W:1	54.66472	automatically added
YCR048W	STATe181_rm,STATg181_rm,STATf181_rm,STATl181_rm,STATz181_rm,STATe161_rm,STATg161_rm,STATf161_rm,STATl161_rm,STATz161_rm	YCR048W:1	72.21028	automatically added
YNR019W	STATg181_rm,STATg161_rm	YNR019W:1	74.64712	automatically added
YKL140W	STEHg161_l,STEHg181_l	YKL140W:1	63.50247	automatically added
YLL012W	STEHg161_l,STEHg181_l,STEHe161_l,STEHe181_l,STEHf161_l,STEHf181_l,STEHl161_l,STEHl181_l,STEHz161_l,STEHz181_l	YLL012W:1	67.05309	automatically added
YLR020C	STEHz161_en,STEHz181_en	YLR020C:1	62.96895	automatically added
YDR178WYJL045WYKL141WYLL041C	SUCDq6_m	YDR178W:1,YJL045W:1,YKL141W:1,YLL041C:1	143.16615000000002	automatically added
YDR178WYKL141WYKL148CYLL041C	SUCDq6_m	YDR178W:1,YKL141W:1,YKL148C:1,YLL041C:1	144.02007	automatically added
YJR095W	SUCFUMt_c_m	YJR095W:1	35.66311	automatically added
YIL162W	SUCR_e	YIL162W:1	61.12936	automatically added
YBR204C	TAGL_l	YBR204C:1	43.63833	automatically added
YCR068W	TAGL_l	YCR068W:1	58.91836	automatically added
YMR313C	TAGL_l,DAGL_l,LPEAT_l	YMR313C:1	74.24396	automatically added
YLR354C	TALA_c	YLR354C:1	37.35105	automatically added
YGR043C	TALA_c	YGR043C:1	37.5633	automatically added
YLL057C	TAUDO_c	YLL057C:1	47.36814	automatically added
YLL048C	TCHOLAtabc_v	YLL048C:1	190.80957	automatically added
YOR241W	THFGLUS_c	YOR241W:1	62.68888	automatically added
YKL132C	THFGLUS_m	YKL132C:1	48.55397	automatically added
YDR453CYGR209C	THIORDXi_c	YDR453C:1,YGR209C:1	33.07942	automatically added
YDR453CYLR043C	THIORDXi_c	YDR453C:1,YLR043C:1	33.109519999999996	automatically added
YGR209CYIL010W	THIORDXi_n	YGR209C:1,YIL010W:1	35.61128	automatically added
YIL010WYLR043C	THIORDXi_n	YIL010W:1,YLR043C:1	35.64138	automatically added
YGR209CYLR109W	THIORDXi_x	YGR209C:1,YLR109W:1	30.55322	automatically added
YLR043CYLR109W	THIORDXi_x	YLR043C:1,YLR109W:1	30.58332	automatically added
YGR096W	THMPPt_m	YGR096W:1	35.44958	automatically added
YDL024C	THMP_c,FMNH_c	YDL024C:1	53.51473	automatically added
YLR237W	THMtps_e	YLR237W:1	67.48117	automatically added
YOR192C	THMtps_e	YOR192C:1	67.76473	automatically added
YOR071C	THMtps_e	YOR071C:1	67.77476	automatically added
YEL046C	THRA2_c,THRA_c	YEL046C:1	43.17564	automatically added
YIL078W	THRTRS_c	YIL078W:1	85.23165	automatically added
YKL194C	THRTRS_m	YKL194C:1	54.54053	automatically added
YPR074C	TKT1_c,TKT2_c	YPR074C:1	74.46297	automatically added
YBR117C	TKT1_c,TKT2_c	YBR117C:1	75.67761	automatically added
YOR143C	TMDPK_c,TMDPPK_c	YOR143C:1	36.91264	automatically added
YOR074C	TMDS_c	YOR074C:1	35.3319	automatically added
YDR050C	TPI_c	YDR050C:1	27.02214	automatically added
YDR353W	TRDR_c	YDR353W:1	34.53376	automatically added
YCR083WYHR106W	TRDR_m	YCR083W:1,YHR106W:1	51.95505	automatically added
YCR083WYPL091W	TRDR_m	YCR083W:1,YPL091W:1	68.45236	automatically added
YBR126CYDR074WYMR261C	TRE6PS_c,TRE6PP_c	YBR126C:1,YDR074W:1,YMR261C:1	280.32239000000004	automatically added
YBR126CYDR074WYML100W	TRE6PS_c,TRE6PP_c	YBR126C:1,YDR074W:1,YML100W:1	284.5552	automatically added
YDR001C	TREH_c	YDR001C:1	86.6123	automatically added
YBR001C	TREH_v	YBR001C:1	90.43033	automatically added
YPR026W	TREH_v	YPR026W:1	138.0749	automatically added
YJR078W	TRPO2_c	YJR078W:1	51.21294	automatically added
YGL026C	TRPS1_c	YGL026C:1	77.3042	automatically added
YOL097C	TRPTRS_c	YOL097C:1	49.76075	automatically added
YDR268W	TRPTRS_m	YDR268W:1	43.38414	automatically added
YDR403W	TYRNFT_c	YDR403W:1	61.89903	automatically added
YGR185C	TYRTRS_c	YGR185C:1	44.39966	automatically added
YPL097W	TYRTRS_m	YPL097W:1	55.77391	automatically added
YDL103C	UAGDP_c	YDL103C:1	53.93456	automatically added
YBR019C	UDPG4E_c	YBR019C:1	78.86224	automatically added
YBR018C	UGLT_c	YBR018C:1	42.73272	automatically added
YIR032C	ULGYCH_c	YIR032C:1	21.89547	automatically added
YKL024C	UMPK_c,UMPK_n,URIDK2i_c,URIDK2_n	YKL024C:1	23.11797	automatically added
YJR148W	UNK3_c,OMCDC_c,ILETA_c,LEUTA_c,VALTA_c	YJR148W:1	41.98232	automatically added
YHR208W	UNK3_c,OMCDC_m,ILETA_m,LEUTA_m,VALTA_m	YHR208W:1	43.97766	automatically added
YHR137W	UNK3_c,PHETA1_c,TYRTA_c,TRPTA2_c	YHR137W:1	59.01203	automatically added
YKR069W	UPP3MT_2_c	YKR069W:1	66.69462	automatically added
YOR278W	UPP3S_c	YOR278W:1	31.17029	automatically added
YDR047W	UPPDC1_c	YDR047W:1	41.6917	automatically added
YHR128W	UPPRT_c	YHR128W:1	24.7892	automatically added
YBR021W	URAtps_e	YBR021W:1	72.35419	automatically added
YDR400W	URIH_c	YDR400W:1	38.27097	automatically added
YDR020C	URIK1_c,URIK2_c	YDR020C:1	26.7967	automatically added
YBL042C	URItps_e,DURIt_c_e	YBL042C:1	72.78629	automatically added
YGR094W	VALTRS_c,VALTRS_m	YGR094W:1	126.84864	automatically added
YJR133W	XPPT_c	YJR133W:1	23.85696	automatically added
YGR194C	XYLK_c	YGR194C:1	68.89732	automatically added
YLR070C	XYLTD_D_c	YLR070C:1	38.93102	automatically added
YGL063W	YUMPS_c	YGL063W:1	42.25196	automatically added
YNL292W	YUMPS_c	YNL292W:1	45.654	automatically added
YFL001W	YUMPS_c	YFL001W:1	51.33037	automatically added
YPL212C	YUMPS_c	YPL212C:1	62.67108	automatically added
YIL023C	ZN2t_c_r	YIL023C:1	37.742	automatically added
YGL255W	ZN2tps_c_e	YGL255W:1	41.93209	automatically added
YLR130C	ZN2tps_c_e	YLR130C:1	46.74543	automatically added
YKL182WYPL231W	lumpFACS160_c,lumpFACS180_c	YKL182W:1,YPL231W:1	439.44894	automatically added
YOR196C	r_4323_m,r_4324_m	YOR196C:1	46.6638	automatically added
